date,symbol,name,score,shares,buy_price,sell_price,hit_limit,pnl,return_pct,cash_after
2025-07-10,000006.SZ,Sample007,0.005128402796480504,2800,35.57843999999999,33.333312,False,-6381.263263199977,-0.06404027216355758,2476263.9912114004
2025-07-10,000066.SZ,Sample067,0.005059592067867851,2800,34.797816,18.345312,False,-46129.8948264,-0.4733298413560867,2430134.0963850003
2025-07-11,000074.SZ,Sample075,0.046837428775803325,10200,9.7578,32.883672,False,235607.4519192,2.3666191710081455,2665741.5483042
2025-07-11,600037.SH,Sample038,0.043690515130506404,3400,29.363471999999998,17.226208,False,-41335.5833816,-0.413932177452461,2624405.9649226004
2025-07-11,000000.SZ,Sample001,0.042366078631779804,3700,26.491175999999996,26.448824,False,-254.60222439999322,-0.002596872764222944,2624151.3626982
2025-07-14,000074.SZ,Sample075,0.0463848842640152,10000,9.907919999999999,32.643864,False,227089.84122000003,2.291430319878065,2851241.2039182
2025-07-14,000000.SZ,Sample001,0.04344648627818815,3800,26.180927999999998,26.139072,False,-258.4210367999876,-0.002596872764222888,2850982.7828814
2025-07-14,600037.SH,Sample038,0.04232025106568038,3500,28.502784,17.246192,False,-39468.283189999995,-0.39553448117663237,2811514.4996914
2025-07-15,000074.SZ,Sample075,0.04666956942572422,9700,10.218168,32.064328,False,211649.70495640003,2.134835098236639,3023164.2046478004
2025-07-15,600037.SH,Sample038,0.04640077011826771,3500,28.492775999999996,16.706623999999998,False,-41320.31806699999,-0.41424024280357596,2981843.8865808
2025-07-15,000000.SZ,Sample001,0.04302357409665919,3900,25.600463999999995,25.559535999999998,False,-259.3412951999902,-0.0025968727642229155,2981584.5452856002
2025-07-15,000068.SZ,Sample069,0.0053334807195236245,2400,40.992768,22.042351999999998,False,-45545.2702944,-0.4628243899701846,2936039.2749912003
2025-07-16,600037.SH,Sample038,0.04655551007264159,3500,28.562831999999997,16.776567999999997,False,-41320.95496899999,-0.41323060594643674,2894718.3200222002
2025-07-16,000000.SZ,Sample001,0.04633416891068911,3800,25.750584,25.709416,False,-254.17329039999595,-0.0025968727642229714,2894464.1467318
2025-07-16,000074.SZ,Sample075,0.04114336405216924,10000,9.987983999999999,31.494784,False,214806.81915999996,2.1501148868208104,3109270.9658918
2025-07-16,000078.SZ,Sample079,0.005098504323786409,3300,29.62368,6.964423999999999,False,-74817.22128540001,-0.7651385203772513,3034453.7446064
2025-07-17,000074.SZ,Sample075,0.048900186216637276,9700,10.258199999999999,30.965207999999997,False,200607.82957680002,2.015563211027974,3235061.5741832
2025-07-17,600037.SH,Sample038,0.04491066407957063,3500,28.212552,16.796552,False,-40024.776932000015,-0.40523779464940024,3195036.7972512003
2025-07-17,000000.SZ,Sample001,0.04068328621707454,4000,24.61968,24.58032,False,-255.80063999999786,-0.002596872764222991,3194780.9966112003
2025-07-17,000048.SZ,Sample049,0.005249150190477947,3700,26.831447999999995,31.314928,False,16477.157985400016,0.16593114537744336,3211258.1545966
2025-07-18,600037.SH,Sample038,0.05488607856849878,3400,28.652903999999996,16.356904,False,-41872.4650736,-0.4297069789434275,3169385.6895230003
2025-07-18,000074.SZ,Sample075,0.05411727401531931,9500,10.458359999999999,31.195023999999997,False,196751.20484899997,1.9798014959139674,3366136.8943720004
2025-07-18,000000.SZ,Sample001,0.04945688905678281,4100,24.059231999999998,24.020768,False,-256.2269744000045,-0.002596872764223059,3365880.6673976006
2025-07-18,000078.SZ,Sample079,0.006528552661616534,3100,31.505183999999996,6.79456,False,-76643.14826959997,-0.7845507857305182,3289237.5191280004
2025-07-18,000068.SZ,Sample069,0.0060678585672639665,2300,41.903496,23.341312,False,-42757.38147339998,-0.4435314771380999,3246480.1376546
2025-07-21,600037.SH,Sample038,0.05059686020069352,3300,29.603663999999995,16.017176,False,-44899.47593339999,-0.45948708148784634,3201580.6617212
2025-07-21,000000.SZ,Sample001,0.048710589615879686,4100,24.219359999999998,24.18064,False,-257.9323119999874,-0.0025968727642228864,3201322.7294092
2025-07-21,000074.SZ,Sample075,0.04414670563058866,9500,10.438343999999999,30.435632000000002,False,189732.59105500003,1.9128378960308505,3391055.3204642
2025-07-21,000078.SZ,Sample079,0.0051286617746581446,3000,33.196536,6.884487999999999,False,-78976.53150000001,-0.7928215994376092,3312078.7889642
2025-07-21,600067.SH,Sample068,0.005041020107219414,4300,23.138496,46.972392,False,102309.39295260001,1.028024265196967,3414388.1819168
2025-07-22,000000.SZ,Sample001,0.04798942332506781,4100,24.199343999999996,24.160656,False,-257.7191447999841,-0.0025968727642228535,3414130.4627719996
2025-07-22,000074.SZ,Sample075,0.04543507979162807,9500,10.498391999999999,31.464807999999998,False,198931.831562,1.9941110082606885,3613062.2943339995
2025-07-22,600037.SH,Sample038,0.04500666204148464,3400,29.243375999999998,16.246992000000002,False,-44253.99229919999,-0.4449769045566826,3568808.3020347995
2025-07-23,000000.SZ,Sample001,0.050067785029915365,4000,24.559631999999997,24.520367999999998,False,-255.17673599998992,-0.0025968727642229103,3568553.1252987995
2025-07-23,600037.SH,Sample038,0.047314738530325855,3400,29.393496,16.376888,False,-44323.212736,-0.4433967567111207,3524229.912562799
2025-07-23,000074.SZ,Sample075,0.043883369803999796,9500,10.518407999999999,30.865288,False,193050.463604,1.9314731303818415,3717280.376166799
2025-07-24,000000.SZ,Sample001,0.04494534978948684,4100,24.379488,24.340512,False,-259.6376495999849,-0.002596872764222862,3717020.738517199
2025-07-24,600037.SH,Sample038,0.04453972074847093,3400,28.783008,16.067135999999998,False,-43299.4015536,-0.44234206237999674,3673721.336963599
2025-07-24,000054.SZ,Sample055,0.005084071257770852,7100,14.041223999999998,11.450832,False,-18477.682052999997,-0.18530008281382718,3655243.6549105993
2025-07-25,600037.SH,Sample038,0.05653827273397229,3400,29.353463999999995,16.366895999999997,False,-44221.0172292,-0.44297772846498373,3611022.6376813995
2025-07-25,000000.SZ,Sample001,0.04701874415839876,4200,23.789015999999997,23.750984,False,-259.5284663999853,-0.002596872764222866,3610763.1092149992
2025-07-25,000038.SZ,Sample039,0.0057051442012684035,4200,23.738975999999997,22.611895999999998,False,-4829.889397199991,-0.04843032169706429,3605933.219817799
2025-07-25,600013.SH,Sample014,0.0052435420944697405,2700,36.409104,17.056344,False,-52311.567241799996,-0.5320046349116351,3553621.652575999
2025-07-25,600001.SH,Sample002,0.005206390314437658,5000,19.61568,122.34204799999999,False,513148.53772,5.230716270344312,4066770.190295999
2025-07-28,000074.SZ,Sample075,0.056703585863999345,8800,11.359079999999999,10.651472,False,-6322.240091200004,-0.06323195274595751,4060447.950204799
2025-07-28,600037.SH,Sample038,0.05204202727985889,3400,29.243375999999998,16.516776,False,-43337.414648399994,-0.43576065389433966,4017110.535556399
2025-07-28,000000.SZ,Sample001,0.047399968434131946,4300,22.838255999999998,22.801744,False,-255.08834960000274,-0.0025968727642230413,4016855.447206799
2025-07-28,600007.SH,Sample008,0.0055173382345041835,5700,17.493983999999998,66.536728,False,279234.2673606,2.799603789624164,4296089.714567399
2025-07-28,000038.SZ,Sample039,0.005243271170128435,4100,23.96916,23.151464,False,-3448.3127407999928,-0.03508014788922946,4292641.401826599
2025-07-29,000000.SZ,Sample001,0.0466088667277428,4400,22.588055999999998,22.551944,False,-258.16107679999277,-0.0025968727642229406,4292383.240749799
2025-07-29,600037.SH,Sample038,0.04625298103905649,3400,29.253383999999997,16.676648,False,-42828.293228799994,-0.4304940748010565,4249554.947520998
2025-07-29,000074.SZ,Sample075,0.04479210954548928,8600,11.529215999999998,10.471616000000001,False,-9187.68973759997,-0.09264021063967483,4240367.257783398
2025-07-29,000078.SZ,Sample079,0.005268570987515472,3000,32.706143999999995,30.765368,False,-5916.079686,-0.060280223757969,4234451.178097398
2025-07-30,000000.SZ,Sample001,0.04727948377494876,4400,22.56804,22.53196,False,-257.9323119999874,-0.002596872764222886,4234193.245785398
2025-07-30,600037.SH,Sample038,0.04596656345992961,3400,29.253383999999997,16.43684,False,-43643.028918399985,-0.4386834949357326,4190550.2168669985
2025-07-30,000074.SZ,Sample075,0.04485281705257622,8500,11.699352,10.361704,False,-11460.924986000004,-0.11522066471899,4179089.2918809988
2025-07-30,000062.SZ,Sample063,0.00510270287650246,3000,32.89629599999999,36.340903999999995,False,10227.384744000005,0.10360668504913938,4189316.676624999
2025-07-30,600055.SH,Sample056,0.00503367862665009,5500,18.134496,11.710624000000001,False,-35404.537255999974,-0.35488053801306235,4153912.139368999
2025-07-31,000000.SZ,Sample001,0.04509285808338018,4400,22.36788,22.33212,False,-255.64466399999225,-0.0025968727642229346,4153656.4947049986
2025-07-31,600037.SH,Sample038,0.043170303133532456,3400,28.82304,16.426848,False,-42213.44084639999,-0.43064904820291056,4111443.053858598
2025-07-31,000074.SZ,Sample075,0.04143135846809658,8800,11.319047999999999,10.19184,False,-10011.598449599991,-0.10048524334173951,4101431.455408998
2025-08-01,000074.SZ,Sample075,0.04859786106863095,8600,11.519207999999999,10.701432,True,-7126.664133599992,-0.07192115615159232,4094304.791275398
2025-08-01,600037.SH,Sample038,0.044087905035810185,3400,28.692936,16.326928,False,-42110.449862,-0.43154631674110233,4052194.341413398
2025-08-01,000000.SZ,Sample001,0.04178815821079016,4600,21.647304,21.612696,False,-258.6550007999887,-0.0025968727642229,4051935.6864125975
2025-08-04,000000.SZ,Sample001,0.04905990170491738,4500,21.977567999999998,21.942432,False,-256.8924719999936,-0.002596872764222948,4051678.7939405977
2025-08-04,600037.SH,Sample038,0.04733127003483636,3400,29.163311999999998,16.266976,False,-43913.81200399999,-0.442768602903279,4007764.9819365977
2025-08-04,000074.SZ,Sample075,0.042862809751031274,8800,11.258999999999999,9.942039999999999,False,-11679.635263999988,-0.11785234524480159,3996085.346672598
2025-08-04,000062.SZ,Sample063,0.005049771091173332,2900,33.346655999999996,36.131071999999996,False,7972.044992799999,0.08241587877688163,4004057.3916653977
2025-08-05,000000.SZ,Sample001,0.05530904445293218,4400,22.357871999999997,23.041552,True,2907.5612192000044,0.02954861746002768,4006964.9528845972
2025-08-05,000074.SZ,Sample075,0.05350765717207686,8700,11.379095999999999,10.44164,True,-8248.7484348,-0.083301435390161,3998716.2044497975
2025-08-05,600037.SH,Sample038,0.05301787410136733,3300,29.463552,16.406864000000002,False,-43151.984818799996,-0.44370382645341505,3955564.2196309976
2025-08-05,600001.SH,Sample002,0.005757520961659831,5500,17.934336000000002,124.130616,False,583542.841497,5.914474916099362,4539107.061127998
2025-08-05,000068.SZ,Sample069,0.005572598044279361,2100,47.387879999999996,35.951215999999995,False,-24098.49620220001,-0.24210001018071275,4515008.564925797
2025-08-06,000000.SZ,Sample001,0.05378009737391683,4400,22.447943999999996,22.412056,False,-256.5597231999845,-0.0025968727642228565,4514752.005202597
2025-08-06,000074.SZ,Sample075,0.0512951307865625,8700,11.429136,10.181847999999999,False,-10942.700529000016,-0.11002295389382087,4503809.304673597
2025-08-06,600037.SH,Sample038,0.049231525389005555,3400,28.803023999999997,16.077128,False,-43333.52564679999,-0.44238303275803853,4460475.779026797
2025-08-06,000078.SZ,Sample079,0.0058336896258450515,3000,32.375879999999995,27.937632,False,-13401.885581999968,-0.13794771445093246,4447073.893444797
2025-08-06,600025.SH,Sample026,0.005610943905747818,11500,8.65692,23.661056,False,172318.598747,1.7304631275078846,4619392.492191797
2025-08-07,600037.SH,Sample038,0.04528962973176088,3400,28.702944,16.147072,False,-42755.53733599999,-0.43800437461191916,4576636.954855797
2025-08-07,000000.SZ,Sample001,0.04451860544060438,4500,21.987575999999997,21.952423999999997,False,-257.0094540000087,-0.002596872764223101,4576379.945401797
2025-08-07,000074.SZ,Sample075,0.041287357449330514,8800,11.248992,10.09192,False,-10273.588054400001,-0.10375697641625023,4566106.357347396
2025-08-08,000074.SZ,Sample075,0.060611182280693864,8400,11.80944,9.89208,False,-16192.943928000006,-0.1631956813869329,4549913.413419396
2025-08-08,600037.SH,Sample038,0.051850683616312815,3400,28.582847999999995,15.807344,False,-43501.31774799998,-0.4475168952076332,4506412.095671396
2025-08-08,000000.SZ,Sample001,0.04850159706365473,4600,21.277008,21.242992,False,-254.23048159999365,-0.002596872764222948,4506157.865189795
2025-08-08,000062.SZ,Sample063,0.005767899030625533,2900,33.97716,34.802136,False,2292.1023131999955,0.023256286351166743,4508449.967502995
2025-08-08,600019.SH,Sample020,0.00572248805584683,2600,37.269791999999995,142.78568,False,274038.6513592,2.8273068443069964,4782488.618862195
2025-08-11,000074.SZ,Sample075,0.05289240117631868,8300,11.959559999999998,9.692239999999998,False,-18903.90628099999,-0.19039244065380437,4763584.712581195
2025-08-11,600037.SH,Sample038,0.05201993394106232,3400,28.662912,15.577528,False,-44554.39177159999,-0.4570700155863909,4719030.320809595
2025-08-11,000000.SZ,Sample001,0.04924263864704384,4800,20.61648,20.58352,False,-257.0484479999992,-0.0025968727642230053,4718773.272361595
2025-08-11,000056.SZ,Sample057,0.005965952078400779,4000,24.439536,24.120688,False,-1372.1935999999935,-0.014033108457344057,4717401.078761595
2025-08-11,000042.SZ,Sample043,0.005443413343787166,3800,25.820639999999997,23.151464,False,-10233.38008039998,-0.10427013728476908,4707167.698681195
2025-08-12,600037.SH,Sample038,0.047463097953819776,3400,29.013191999999997,15.117896,False,-47307.218248,-0.47945121369171073,4659860.480433195
2025-08-12,000000.SZ,Sample001,0.044498052939525974,4900,20.406312,20.373688,False,-259.7286355999918,-0.0025968727642229307,4659600.751797595
2025-08-12,000074.SZ,Sample075,0.044081909390190986,8400,11.829455999999999,9.472416,False,-19883.65407839997,-0.2000523141966862,4639717.097719195
2025-08-13,000074.SZ,Sample075,0.0462236474351519,8400,11.859479999999998,9.512383999999999,False,-19800.43932719999,-0.1987107366004559,4619916.658391995
2025-08-13,000000.SZ,Sample001,0.04478520115480252,4900,20.186136,20.153864000000002,False,-256.9262668000028,-0.002596872764223041,4619659.732125196
2025-08-13,600037.SH,Sample038,0.04461074757573009,3400,28.983168,15.357703999999998,False,-46390.37543800002,-0.47064619939178565,4573269.356687196
2025-08-13,600073.SH,Sample074,0.005466323206753718,4000,24.519599999999997,77.507944,False,211696.33256799993,2.157900431823641,4784965.689255196
2025-08-14,000000.SZ,Sample001,0.04433643503592438,5000,19.96596,19.93404,False,-259.31009999998616,-0.0025968727642228747,4784706.379155195
2025-08-14,600037.SH,Sample038,0.042680317594017136,3500,28.402703999999996,15.087919999999999,False,-46666.202156,-0.4693168702868135,4738040.1769991955
2025-08-14,000074.SZ,Sample075,0.04161807155374874,8600,11.519207999999999,9.662264,False,-16056.806299999986,-0.16204272455517246,4721983.370699195
2025-08-15,600037.SH,Sample038,0.048954549756803904,3400,28.933127999999996,15.33772,False,-46288.091544799994,-0.47042068477796,4675695.279154396
2025-08-15,000074.SZ,Sample075,0.042890667623160225,8700,11.369087999999998,9.7422,False,-14242.221221399988,-0.14395418216999764,4661453.057932996
2025-08-15,000000.SZ,Sample001,0.0386737506141539,5400,18.434736,18.405264000000003,False,-258.57701279997866,-0.0025968727642227984,4661194.4809201965
2025-08-18,000000.SZ,Sample001,0.050481771551529164,5400,18.394703999999997,18.365295999999997,False,-258.0154991999933,-0.0025968727642229463,4660936.465420997
2025-08-18,600037.SH,Sample038,0.044335565483667294,3500,28.532808,15.357703999999998,False,-46178.144179999996,-0.4622909131668224,4614758.321240997
2025-08-18,000074.SZ,Sample075,0.04142685179250547,8900,11.138904,9.89208,False,-11187.547295399983,-0.11282201620537341,4603570.773945597
2025-08-19,000000.SZ,Sample001,0.05108534850608555,5400,18.444743999999996,18.415256,False,-258.7173911999823,-0.0025968727642228353,4603312.056554398
2025-08-19,600037.SH,Sample038,0.045011221278183786,3500,28.312631999999997,14.948032000000001,False,-46840.11213699998,-0.4725644827342797,4556471.9444173975
2025-08-19,000074.SZ,Sample075,0.04437868867583462,8900,11.138904,10.201832000000001,False,-8432.822089999985,-0.0850416955006932,4548039.122327398
2025-08-19,000056.SZ,Sample057,0.005036773290967763,3700,26.401103999999997,26.718607999999996,False,1076.1996416000072,0.011014390533915034,4549115.321968998
2025-08-20,000000.SZ,Sample001,0.048449167750788,5500,18.164519999999996,18.135479999999998,False,-259.5050699999968,-0.002596872764222982,4548855.816898998
2025-08-20,000074.SZ,Sample075,0.042939589618055725,9000,11.05884,9.972016,False,-9873.609498000007,-0.0991779900621671,4538982.207400997
2025-08-20,600037.SH,Sample038,0.042704772188659194,3600,27.431928,14.878088,False,-45258.68357279999,-0.4581783084808201,4493723.523828197
2025-08-21,000000.SZ,Sample001,0.05247415668054122,5400,18.324647999999996,18.295351999999998,False,-257.0328503999972,-0.0025968727642229853,4493466.490977798
2025-08-21,600037.SH,Sample038,0.044859615873973274,3700,26.951544,14.948032000000001,False,-44479.405366999985,-0.4459283036224572,4448987.085610798
2025-08-21,000074.SZ,Sample075,0.043362211765406396,9000,11.018807999999998,10.2418,False,-7086.996467999976,-0.07144577164698304,4441900.0891427975
2025-08-21,600013.SH,Sample014,0.005047481599216224,2200,43.90509599999999,37.2202,False,-14792.332332799984,-0.1531053911663392,4427107.756809997
2025-08-22,000074.SZ,Sample075,0.05652843481478233,8700,11.429136,10.44164,False,-8684.205271800012,-0.08731500178512538,4418423.551538197
2025-08-22,000000.SZ,Sample001,0.0525940276109345,5300,18.534816,18.505184,False,-255.1663375999983,-0.0025968727642229957,4418168.385200597
2025-08-22,000044.SZ,Sample045,0.005424893083570786,2200,44.15529599999999,36.590703999999995,False,-16726.762474399988,-0.17214636175489217,4401441.622726197
2025-08-22,000066.SZ,Sample067,0.0053286716861065285,2800,34.87788,34.17264,False,-2070.8490599999886,-0.02119980053189162,4399370.773666197
2025-08-22,000054.SZ,Sample055,0.005318913613947761,6900,14.331456,14.158664,False,-1290.2576477999849,-0.013044531219904882,4398080.516018397
2025-08-25,000000.SZ,Sample001,0.04597699646296862,5300,18.694944,18.665056,False,-257.37079840001667,-0.002596872764223181,4397823.145219997
2025-08-25,000074.SZ,Sample075,0.04393840846561996,8700,11.429136,10.421655999999999,False,-8857.935676200017,-0.08906176733194816,4388965.209543796
2025-08-26,000000.SZ,Sample001,0.05709285810056373,5100,19.375487999999997,19.594312,True,1016.350409400003,0.010282816378800998,4389981.559953196
2025-08-26,600037.SH,Sample038,0.053391068638545446,3700,26.761391999999997,29.686232,False,10714.774418600013,0.10818425243735745,4400696.334371796
2025-08-26,000074.SZ,Sample075,0.04912114182398962,8800,11.329056,10.481608,False,-7551.644935999986,-0.07572802078592739,4393144.689435796
2025-08-26,000050.SZ,Sample051,0.005716774219336506,5400,18.244584,19.104704,False,4542.6437604000075,0.046096971626333375,4397687.333196196
2025-08-26,600025.SH,Sample026,0.005601905415271819,10600,9.367487999999998,6.774576,False,-27563.548922399983,-0.27752209373305886,4370123.784273796
2025-08-27,600037.SH,Sample038,0.04803740178561453,3600,27.151703999999995,29.846104,False,9594.81898560003,0.09813606378668144,4379718.603259396
2025-08-27,000000.SZ,Sample001,0.04500462782785406,5100,19.505591999999996,19.474407999999997,False,-258.3976403999991,-0.0025968727642230044,4379460.205618995
2025-08-27,000074.SZ,Sample075,0.04337724377668828,8900,11.218968,10.501591999999999,False,-6479.706730400014,-0.06487895921070343,4372980.498888595
2025-08-28,600037.SH,Sample038,0.04429030661102142,3700,26.681327999999997,30.205816,False,12932.104232200014,0.13096386107792732,4385912.603120795
2025-08-28,000000.SZ,Sample001,0.044127757616095595,5100,19.305431999999996,19.274568,False,-255.74604839997625,-0.0025968727642227724,4385656.857072395
2025-08-28,000074.SZ,Sample075,0.041188336591778306,9200,10.768607999999999,10.59152,False,-1727.0588863999835,-0.017428146031669346,4383929.798185995
2025-08-28,600025.SH,Sample026,0.005156513620960396,10200,9.747791999999999,6.514784,False,-33051.3765672,-0.3323338409058249,4350878.421618795
2025-08-29,000000.SZ,Sample001,0.045482821977874274,5200,19.105272,19.074728,False,-258.057092799989,-0.002596872764222902,4350620.364525995
2025-08-29,600037.SH,Sample038,0.04457910788698724,3800,26.200943999999996,31.714608,True,20836.64567040002,0.2092274735853158,4371457.010196395
2025-08-29,000074.SZ,Sample075,0.04311741340433144,9400,10.618488,10.821336,False,1805.5273344000218,0.018084436188828188,4373262.537530795
2025-08-29,000048.SZ,Sample049,0.006016451557292013,4500,21.907511999999997,23.641072,False,7696.585431000012,0.07805198677014556,4380959.122961795
2025-08-29,600013.SH,Sample014,0.0050449703800439635,2300,42.874272,39.408448,False,-8064.027479200002,-0.08175585111626883,4372895.095482595
2025-09-01,600037.SH,Sample038,0.051941486128909746,3700,26.971559999999997,31.794544,False,17731.86224740003,0.1776388685952665,4390626.957729995
2025-09-01,000074.SZ,Sample075,0.04358387179594931,9400,10.548431999999998,11.360904,True,7532.353611600012,0.07594625774865141,4398159.311341596
2025-09-01,000000.SZ,Sample001,0.04346461048456799,5400,18.494784,18.465216,False,-259.4192831999857,-0.0025968727642228704,4397899.892058397
2025-09-01,000078.SZ,Sample079,0.005102681535053325,3000,32.856263999999996,31.594704,False,-3880.4102819999957,-0.03935769469402164,4394019.481776397
2025-09-01,000012.SZ,Sample013,0.00502942252719881,4000,24.909912,23.900864000000002,False,-4132.804503999997,-0.041467143291290226,4389886.677272396
2025-09-02,000000.SZ,Sample001,0.051383022190737676,5200,19.0152,18.9848,False,-256.8404799999917,-0.0025968727642229294,4389629.836792396
2025-09-02,600037.SH,Sample038,0.04952960195145111,3600,27.491975999999998,31.394864000000002,False,13940.887888800022,0.14082294349283286,4403570.724681197
2025-09-02,000074.SZ,Sample075,0.0439283467016357,9400,10.538424,11.510784,False,9034.267676399992,0.09117607082204654,4412604.992357597
2025-09-02,600013.SH,Sample014,0.005120548179924608,2200,44.48556,41.806528,False,-5987.318229200004,-0.061162050763894096,4406617.674128396
2025-09-02,000078.SZ,Sample079,0.005057711714956408,2900,33.72696,31.444823999999997,False,-6711.0389382000085,-0.06859713904718401,4399906.635190196
2025-09-03,600037.SH,Sample038,0.059823324140389274,3400,28.582847999999995,30.615488,False,6808.611084800011,0.07004313090000737,4406715.246274997
2025-09-03,000074.SZ,Sample075,0.05315242652753543,9300,10.708559999999999,11.680648,False,8934.048478200015,0.08968622031647053,4415649.294753197
2025-09-03,000000.SZ,Sample001,0.052691667408503014,5200,19.025208,18.994792,False,-256.9756591999995,-0.002596872764223008,4415392.319093997
2025-09-03,000078.SZ,Sample079,0.006503623268521987,2700,35.858664,32.653856,False,-8743.310256600003,-0.09028372319103573,4406649.008837396
2025-09-03,000012.SZ,Sample013,0.006431263104927905,3600,27.401904,24.63028,False,-10069.009869599993,-0.1020457601767018,4396579.998967797
2025-09-04,600037.SH,Sample038,0.048109415185490056,3400,29.023199999999996,30.12588,False,3647.6212859999996,0.036955320212368144,4400227.620253797
2025-09-04,000000.SZ,Sample001,0.044380463510385035,5300,18.584856,18.555144,False,-255.85523160000494,-0.0025968727642230634,4399971.765022197
2025-09-04,000074.SZ,Sample075,0.04154259595048443,9500,10.518407999999999,11.300952,False,7328.667498000018,0.07332344139263937,4407300.432520197
2025-09-04,000078.SZ,Sample079,0.005196617112822689,2700,36.96955199999999,32.154256,False,-13091.366015999998,-0.13111985288448014,4394209.066504196
2025-09-05,000000.SZ,Sample001,0.05645115698007156,5200,18.905112,19.4844,True,2911.731794400008,0.02961148655890168,4397120.7982985955
2025-09-05,600037.SH,Sample038,0.051053116817771284,3400,29.2734,30.105895999999998,False,2728.8339752000015,0.027410469183383284,4399849.632273795
2025-09-05,000074.SZ,Sample075,0.050632448838828004,9400,10.618488,11.500791999999999,False,8187.623569599984,0.08200848204371267,4408037.255843395
2025-09-05,000048.SZ,Sample049,0.005895323271613626,4400,22.608071999999996,21.452824,False,-5178.754398399976,-0.05204758115307051,4402858.501444995
2025-09-05,600043.SH,Sample044,0.005516872910816568,4200,23.779008,27.368088,False,14962.9585644,0.14978416056346514,4417821.460009396
2025-09-08,600037.SH,Sample038,0.045597614671660056,3300,29.603663999999995,30.595504000000002,False,3172.9251048000383,0.03247071521161268,4420994.385114197
2025-09-08,000000.SZ,Sample001,0.04534354184789063,5300,18.835055999999998,18.804944,False,-259.2997016000091,-0.0025968727642231037,4420735.085412596
2025-09-08,000074.SZ,Sample075,0.04288162624159914,9500,10.508399999999998,11.241,False,6854.650425000002,0.06864620775261822,4427589.735837596
2025-09-08,000056.SZ,Sample057,0.005247864291570806,3400,29.2734,24.190632,False,-17367.97970159998,-0.17445710391869515,4410221.7561359955
2025-09-09,600037.SH,Sample038,0.04640516714990037,3300,30.074039999999997,32.12428,True,6661.473324,0.06710517606090617,4416883.229459995
2025-09-09,000000.SZ,Sample001,0.045188730268506255,5300,18.785016,18.754984,False,-258.6108075999879,-0.002596872764222891,4416624.618652396
